state,election_year,jurisdiction_code,jurisdiction_name,county,local_unit,level,method,method_label,source_field,voters,method_share_pct,total_voters,value_status,source_url,source_title,source_status
MI,2024,2600900000,ANTRIM COUNTY,,ANTRIM COUNTY,jurisdiction,absentee_uocava,Absentee UOCAVA,F1c,65,0.3817,17027,reported,https://www.eac.gov/research-and-data/studies-and-reports,U.S. EAC Election Administration and Voting Survey,loaded
MI,2024,2600900000,ANTRIM COUNTY,,ANTRIM COUNTY,jurisdiction,mail_votes,Mail votes,F1d,5666,33.2766,17027,reported,https://www.eac.gov/research-and-data/studies-and-reports,U.S. EAC Election Administration and Voting Survey,loaded
MI,2024,2600900000,ANTRIM COUNTY,,ANTRIM COUNTY,jurisdiction,provisional_ballot,Provisional ballot,F1e,0,0.0000,17027,reported,https://www.eac.gov/research-and-data/studies-and-reports,U.S. EAC Election Administration and Voting Survey,loaded
MI,2024,2600900000,ANTRIM COUNTY,,ANTRIM COUNTY,jurisdiction,in_person_early,In-person early voting,F1f,5619,33.0005,17027,reported,https://www.eac.gov/research-and-data/studies-and-reports,U.S. EAC Election Administration and Voting Survey,loaded
MI,2024,2600900000,ANTRIM COUNTY,,ANTRIM COUNTY,jurisdiction,mail_votes_vote_by_mail_jurisdiction,Mail votes in vote-by-mail jurisdiction,F1g,,,17027,unavailable,https://www.eac.gov/research-and-data/studies-and-reports,U.S. EAC Election Administration and Voting Survey,loaded
MI,2024,2600900000,ANTRIM COUNTY,,ANTRIM COUNTY,jurisdiction,other_participation,Other participation,F1h,,,17027,missing,https://www.eac.gov/research-and-data/studies-and-reports,U.S. EAC Election Administration and Voting Survey,loaded
MI,2024,2601100000,ARENAC COUNTY,,ARENAC COUNTY,jurisdiction,physical_polling_place,Physical polling place,F1b,5668,61.5151,9214,reported,https://www.eac.gov/research-and-data/studies-and-reports,U.S. EAC Election Administration and Voting Survey,loaded
MI,2024,2601100000,ARENAC COUNTY,,ARENAC COUNTY,jurisdiction,absentee_uocava,Absentee UOCAVA,F1c,16,0.1736,9214,reported,https://www.eac.gov/research-and-data/studies-and-reports,U.S. EAC Election Administration and Voting Survey,loaded
MI,2024,2601100000,ARENAC COUNTY,,ARENAC COUNTY,jurisdiction,mail_votes,Mail votes,F1d,2173,23.5837,9214,reported,https://www.eac.gov/research-and-data/studies-and-reports,U.S. EAC Election Administration and Voting Survey,loaded
MI,2024,2601100000,ARENAC COUNTY,,ARENAC COUNTY,jurisdiction,provisional_ballot,Provisional ballot,F1e,0,0.0000,9214,reported,https://www.eac.gov/research-and-data/studies-and-reports,U.S. EAC Election Administration and Voting Survey,loaded
MI,2024,2601100000,ARENAC COUNTY,,ARENAC COUNTY,jurisdiction,in_person_early,In-person early voting,F1f,1357,14.7276,9214,reported,https://www.eac.gov/research-and-data/studies-and-reports,U.S. EAC Election Administration and Voting Survey,loaded
MI,2024,2601100000,ARENAC COUNTY,,ARENAC COUNTY,jurisdiction,mail_votes_vote_by_mail_jurisdiction,Mail votes in vote-by-mail jurisdiction,F1g,,,9214,unavailable,https://www.eac.gov/research-and-data/studies-and-reports,U.S. EAC Election Administration and Voting Survey,loaded
MI,2024,2601100000,ARENAC COUNTY,,ARENAC COUNTY,jurisdiction,other_participation,Other participation,F1h,,,9214,missing,https://www.eac.gov/research-and-data/studies-and-reports,U.S. EAC Election Administration and Voting Survey,loaded
MI,2024,2601300000,BARAGA COUNTY,,BARAGA COUNTY,jurisdiction,physical_polling_place,Physical polling place,F1b,1801,41.3643,4354,reported,https://www.eac.gov/research-and-data/studies-and-reports,U.S. EAC Election Administration and Voting Survey,loaded
MI,2024,2601300000,BARAGA COUNTY,,BARAGA COUNTY,jurisdiction,absentee_uocava,Absentee UOCAVA,F1c,12,0.2756,4354,reported,https://www.eac.gov/research-and-data/studies-and-reports,U.S. EAC Election Administration and Voting Survey,loaded
MI,2024,2601300000,BARAGA COUNTY,,BARAGA COUNTY,jurisdiction,mail_votes,Mail votes,F1d,1391,31.9476,4354,reported,https://www.eac.gov/research-and-data/studies-and-reports,U.S. EAC Election Administration and Voting Survey,loaded
MI,2024,2601300000,BARAGA COUNTY,,BARAGA COUNTY,jurisdiction,provisional_ballot,Provisional ballot,F1e,0,0.0000,4354,reported,https://www.eac.gov/research-and-data/studies-and-reports,U.S. EAC Election Administration and Voting Survey,loaded
MI,2024,2601300000,BARAGA COUNTY,,BARAGA COUNTY,jurisdiction,in_person_early,In-person early voting,F1f,1150,26.4125,4354,reported,https://www.eac.gov/research-and-data/studies-and-reports,U.S. EAC Election Administration and Voting Survey,loaded
MI,2024,2601300000,BARAGA COUNTY,,BARAGA COUNTY,jurisdiction,mail_votes_vote_by_mail_jurisdiction,Mail votes in vote-by-mail jurisdiction,F1g,,,4354,unavailable,https://www.eac.gov/research-and-data/studies-and-reports,U.S. EAC Election Administration and Voting Survey,loaded
MI,2024,2601300000,BARAGA COUNTY,,BARAGA COUNTY,jurisdiction,other_participation,Other participation,F1h,,,4354,missing,https://www.eac.gov/research-and-data/studies-and-reports,U.S. EAC Election Administration and Voting Survey,loaded
MI,2024,2601500000,BARRY COUNTY,,BARRY COUNTY,jurisdiction,physical_polling_place,Physical polling place,F1b,14092,36.2747,38848,reported,https://www.eac.gov/research-and-data/studies-and-reports,U.S. EAC Election Administration and Voting Survey,loaded
MI,2024,2601500000,BARRY COUNTY,,BARRY COUNTY,jurisdiction,absentee_uocava,Absentee UOCAVA,F1c,87,0.2239,38848,reported,https://www.eac.gov/research-and-data/studies-and-reports,U.S. EAC Election Administration and Voting Survey,loaded
MI,2024,2601500000,BARRY COUNTY,,BARRY COUNTY,jurisdiction,mail_votes,Mail votes,F1d,11403,29.3529,38848,reported,https://www.eac.gov/research-and-data/studies-and-reports,U.S. EAC Election Administration and Voting Survey,loaded
MI,2024,2601500000,BARRY COUNTY,,BARRY COUNTY,jurisdiction,provisional_ballot,Provisional ballot,F1e,0,0.0000,38848,reported,https://www.eac.gov/research-and-data/studies-and-reports,U.S. EAC Election Administration and Voting Survey,loaded
MI,2024,2601500000,BARRY COUNTY,,BARRY COUNTY,jurisdiction,in_person_early,In-person early voting,F1f,13266,34.1485,38848,reported,https://www.eac.gov/research-and-data/studies-and-reports,U.S. EAC Election Administration and Voting Survey,loaded
MI,2024,2601500000,BARRY COUNTY,,BARRY COUNTY,jurisdiction,mail_votes_vote_by_mail_jurisdiction,Mail votes in vote-by-mail jurisdiction,F1g,,,38848,unavailable,https://www.eac.gov/research-and-data/studies-and-reports,U.S. EAC Election Administration and Voting Survey,loaded
MI,2024,2601500000,BARRY COUNTY,,BARRY COUNTY,jurisdiction,other_participation,Other participation,F1h,,,38848,missing,https://www.eac.gov/research-and-data/studies-and-reports,U.S. EAC Election Administration and Voting Survey,loaded
MI,2024,2601700000,BAY COUNTY,,BAY COUNTY,jurisdiction,physical_polling_place,Physical polling place,F1b,30898,50.0381,61749,reported,https://www.eac.gov/research-and-data/studies-and-reports,U.S. EAC Election Administration and Voting Survey,loaded
MI,2024,2601700000,BAY COUNTY,,BAY COUNTY,jurisdiction,absentee_uocava,Absentee UOCAVA,F1c,109,0.1765,61749,reported,https://www.eac.gov/research-and-data/studies-and-reports,U.S. EAC Election Administration and Voting Survey,loaded
MI,2024,2601700000,BAY COUNTY,,BAY COUNTY,jurisdiction,mail_votes,Mail votes,F1d,21663,35.0823,61749,reported,https://www.eac.gov/research-and-data/studies-and-reports,U.S. EAC Election Administration and Voting Survey,loaded
MI,2024,2601700000,BAY COUNTY,,BAY COUNTY,jurisdiction,provisional_ballot,Provisional ballot,F1e,0,0.0000,61749,reported,https://www.eac.gov/research-and-data/studies-and-reports,U.S. EAC Election Administration and Voting Survey,loaded
MI,2024,2601700000,BAY COUNTY,,BAY COUNTY,jurisdiction,in_person_early,In-person early voting,F1f,9079,14.7031,61749,reported,https://www.eac.gov/research-and-data/studies-and-reports,U.S. EAC Election Administration and Voting Survey,loaded
MI,2024,2601700000,BAY COUNTY,,BAY COUNTY,jurisdiction,mail_votes_vote_by_mail_jurisdiction,Mail votes in vote-by-mail jurisdiction,F1g,,,61749,unavailable,https://www.eac.gov/research-and-data/studies-and-reports,U.S. EAC Election Administration and Voting Survey,loaded
MI,2024,2601700000,BAY COUNTY,,BAY COUNTY,jurisdiction,other_participation,Other participation,F1h,,,61749,missing,https://www.eac.gov/research-and-data/studies-and-reports,U.S. EAC Election Administration and Voting Survey,loaded
MI,2024,2601900000,BENZIE COUNTY,,BENZIE COUNTY,jurisdiction,physical_polling_place,Physical polling place,F1b,4050,31.2886,12944,reported,https://www.eac.gov/research-and-data/studies-and-reports,U.S. EAC Election Administration and Voting Survey,loaded
MI,2024,2601900000,BENZIE COUNTY,,BENZIE COUNTY,jurisdiction,absentee_uocava,Absentee UOCAVA,F1c,54,0.4172,12944,reported,https://www.eac.gov/research-and-data/studies-and-reports,U.S. EAC Election Administration and Voting Survey,loaded
MI,2024,2601900000,BENZIE COUNTY,,BENZIE COUNTY,jurisdiction,mail_votes,Mail votes,F1d,4604,35.5686,12944,reported,https://www.eac.gov/research-and-data/studies-and-reports,U.S. EAC Election Administration and Voting Survey,loaded
MI,2024,2601900000,BENZIE COUNTY,,BENZIE COUNTY,jurisdiction,provisional_ballot,Provisional ballot,F1e,0,0.0000,12944,reported,https://www.eac.gov/research-and-data/studies-and-reports,U.S. EAC Election Administration and Voting Survey,loaded
MI,2024,2601900000,BENZIE COUNTY,,BENZIE COUNTY,jurisdiction,in_person_early,In-person early voting,F1f,4236,32.7256,12944,reported,https://www.eac.gov/research-and-data/studies-and-reports,U.S. EAC Election Administration and Voting Survey,loaded
MI,2024,2601900000,BENZIE COUNTY,,BENZIE COUNTY,jurisdiction,mail_votes_vote_by_mail_jurisdiction,Mail votes in vote-by-mail jurisdiction,F1g,,,12944,unavailable,https://www.eac.gov/research-and-data/studies-and-reports,U.S. EAC Election Administration and Voting Survey,loaded
MI,2024,2601900000,BENZIE COUNTY,,BENZIE COUNTY,jurisdiction,other_participation,Other participation,F1h,,,12944,missing,https://www.eac.gov/research-and-data/studies-and-reports,U.S. EAC Election Administration and Voting Survey,loaded
MI,2024,2602100000,BERRIEN COUNTY,,BERRIEN COUNTY,jurisdiction,physical_polling_place,Physical polling place,F1b,40109,47.1073,85144,reported,https://www.eac.gov/research-and-data/studies-and-reports,U.S. EAC Election Administration and Voting Survey,loaded
MI,2024,2602100000,BERRIEN COUNTY,,BERRIEN COUNTY,jurisdiction,absentee_uocava,Absentee UOCAVA,F1c,390,0.4580,85144,reported,https://www.eac.gov/research-and-data/studies-and-reports,U.S. EAC Election Administration and Voting Survey,loaded
MI,2024,2602100000,BERRIEN COUNTY,,BERRIEN COUNTY,jurisdiction,mail_votes,Mail votes,F1d,28577,33.5631,85144,reported,https://www.eac.gov/research-and-data/studies-and-reports,U.S. EAC Election Administration and Voting Survey,loaded
MI,2024,2602100000,BERRIEN COUNTY,,BERRIEN COUNTY,jurisdiction,provisional_ballot,Provisional ballot,F1e,0,0.0000,85144,reported,https://www.eac.gov/research-and-data/studies-and-reports,U.S. EAC Election Administration and Voting Survey,loaded
MI,2024,2602100000,BERRIEN COUNTY,,BERRIEN COUNTY,jurisdiction,in_person_early,In-person early voting,F1f,16068,18.8716,85144,reported,https://www.eac.gov/research-and-data/studies-and-reports,U.S. EAC Election Administration and Voting Survey,loaded
MI,2024,2602100000,BERRIEN COUNTY,,BERRIEN COUNTY,jurisdiction,mail_votes_vote_by_mail_jurisdiction,Mail votes in vote-by-mail jurisdiction,F1g,,,85144,unavailable,https://www.eac.gov/research-and-data/studies-and-reports,U.S. EAC Election Administration and Voting Survey,loaded
MI,2024,2602100000,BERRIEN COUNTY,,BERRIEN COUNTY,jurisdiction,other_participation,Other participation,F1h,,,85144,missing,https://www.eac.gov/research-and-data/studies-and-reports,U.S. EAC Election Administration and Voting Survey,loaded
MI,2024,2602300000,BRANCH COUNTY,,BRANCH COUNTY,jurisdiction,physical_polling_place,Physical polling place,F1b,10562,49.7269,21240,reported,https://www.eac.gov/research-and-data/studies-and-reports,U.S. EAC Election Administration and Voting Survey,loaded
MI,2024,2602300000,BRANCH COUNTY,,BRANCH COUNTY,jurisdiction,absentee_uocava,Absentee UOCAVA,F1c,21,0.0989,21240,reported,https://www.eac.gov/research-and-data/studies-and-reports,U.S. EAC Election Administration and Voting Survey,loaded
MI,2024,2602300000,BRANCH COUNTY,,BRANCH COUNTY,jurisdiction,mail_votes,Mail votes,F1d,5534,26.0546,21240,reported,https://www.eac.gov/research-and-data/studies-and-reports,U.S. EAC Election Administration and Voting Survey,loaded
MI,2024,2602300000,BRANCH COUNTY,,BRANCH COUNTY,jurisdiction,provisional_ballot,Provisional ballot,F1e,0,0.0000,21240,reported,https://www.eac.gov/research-and-data/studies-and-reports,U.S. EAC Election Administration and Voting Survey,loaded
MI,2024,2602300000,BRANCH COUNTY,,BRANCH COUNTY,jurisdiction,in_person_early,In-person early voting,F1f,5123,24.1196,21240,reported,https://www.eac.gov/research-and-data/studies-and-reports,U.S. EAC Election Administration and Voting Survey,loaded
MI,2024,2602300000,BRANCH COUNTY,,BRANCH COUNTY,jurisdiction,mail_votes_vote_by_mail_jurisdiction,Mail votes in vote-by-mail jurisdiction,F1g,,,21240,unavailable,https://www.eac.gov/research-and-data/studies-and-reports,U.S. EAC Election Administration and Voting Survey,loaded
MI,2024,2602300000,BRANCH COUNTY,,BRANCH COUNTY,jurisdiction,other_participation,Other participation,F1h,,,21240,missing,https://www.eac.gov/research-and-data/studies-and-reports,U.S. EAC Election Administration and Voting Survey,loaded
MI,2024,2602500000,CALHOUN COUNTY,,CALHOUN COUNTY,jurisdiction,physical_polling_place,Physical polling place,F1b,35190,51.0103,68986,reported,https://www.eac.gov/research-and-data/studies-and-reports,U.S. EAC Election Administration and Voting Survey,loaded
MI,2024,2602500000,CALHOUN COUNTY,,CALHOUN COUNTY,jurisdiction,absentee_uocava,Absentee UOCAVA,F1c,219,0.3175,68986,reported,https://www.eac.gov/research-and-data/studies-and-reports,U.S. EAC Election Administration and Voting Survey,loaded
MI,2024,2602500000,CALHOUN COUNTY,,CALHOUN COUNTY,jurisdiction,mail_votes,Mail votes,F1d,19920,28.8754,68986,reported,https://www.eac.gov/research-and-data/studies-and-reports,U.S. EAC Election Administration and Voting Survey,loaded
MI,2024,2602500000,CALHOUN COUNTY,,CALHOUN COUNTY,jurisdiction,provisional_ballot,Provisional ballot,F1e,0,0.0000,68986,reported,https://www.eac.gov/research-and-data/studies-and-reports,U.S. EAC Election Administration and Voting Survey,loaded
MI,2024,2602500000,CALHOUN COUNTY,,CALHOUN COUNTY,jurisdiction,in_person_early,In-person early voting,F1f,13657,19.7968,68986,reported,https://www.eac.gov/research-and-data/studies-and-reports,U.S. EAC Election Administration and Voting Survey,loaded
MI,2024,2602500000,CALHOUN COUNTY,,CALHOUN COUNTY,jurisdiction,mail_votes_vote_by_mail_jurisdiction,Mail votes in vote-by-mail jurisdiction,F1g,,,68986,unavailable,https://www.eac.gov/research-and-data/studies-and-reports,U.S. EAC Election Administration and Voting Survey,loaded
MI,2024,2602500000,CALHOUN COUNTY,,CALHOUN COUNTY,jurisdiction,other_participation,Other participation,F1h,,,68986,missing,https://www.eac.gov/research-and-data/studies-and-reports,U.S. EAC Election Administration and Voting Survey,loaded
MI,2024,2602700000,CASS COUNTY,,CASS COUNTY,jurisdiction,physical_polling_place,Physical polling place,F1b,12882,45.9186,28054,reported,https://www.eac.gov/research-and-data/studies-and-reports,U.S. EAC Election Administration and Voting Survey,loaded
MI,2024,2602700000,CASS COUNTY,,CASS COUNTY,jurisdiction,absentee_uocava,Absentee UOCAVA,F1c,59,0.2103,28054,reported,https://www.eac.gov/research-and-data/studies-and-reports,U.S. EAC Election Administration and Voting Survey,loaded
MI,2024,2602700000,CASS COUNTY,,CASS COUNTY,jurisdiction,mail_votes,Mail votes,F1d,7806,27.8249,28054,reported,https://www.eac.gov/research-and-data/studies-and-reports,U.S. EAC Election Administration and Voting Survey,loaded
MI,2024,2602700000,CASS COUNTY,,CASS COUNTY,jurisdiction,provisional_ballot,Provisional ballot,F1e,0,0.0000,28054,reported,https://www.eac.gov/research-and-data/studies-and-reports,U.S. EAC Election Administration and Voting Survey,loaded
MI,2024,2602700000,CASS COUNTY,,CASS COUNTY,jurisdiction,in_person_early,In-person early voting,F1f,7307,26.0462,28054,reported,https://www.eac.gov/research-and-data/studies-and-reports,U.S. EAC Election Administration and Voting Survey,loaded
MI,2024,2602700000,CASS COUNTY,,CASS COUNTY,jurisdiction,mail_votes_vote_by_mail_jurisdiction,Mail votes in vote-by-mail jurisdiction,F1g,,,28054,unavailable,https://www.eac.gov/research-and-data/studies-and-reports,U.S. EAC Election Administration and Voting Survey,loaded
MI,2024,2602700000,CASS COUNTY,,CASS COUNTY,jurisdiction,other_participation,Other participation,F1h,,,28054,missing,https://www.eac.gov/research-and-data/studies-and-reports,U.S. EAC Election Administration and Voting Survey,loaded
MI,2024,2602900000,CHARLEVOIX COUNTY,,CHARLEVOIX COUNTY,jurisdiction,physical_polling_place,Physical polling place,F1b,8225,46.3015,17764,reported,https://www.eac.gov/research-and-data/studies-and-reports,U.S. EAC Election Administration and Voting Survey,loaded
MI,2024,2602900000,CHARLEVOIX COUNTY,,CHARLEVOIX COUNTY,jurisdiction,absentee_uocava,Absentee UOCAVA,F1c,76,0.4278,17764,reported,https://www.eac.gov/research-and-data/studies-and-reports,U.S. EAC Election Administration and Voting Survey,loaded
MI,2024,2602900000,CHARLEVOIX COUNTY,,CHARLEVOIX COUNTY,jurisdiction,mail_votes,Mail votes,F1d,6644,37.4015,17764,reported,https://www.eac.gov/research-and-data/studies-and-reports,U.S. EAC Election Administration and Voting Survey,loaded
MI,2024,2602900000,CHARLEVOIX COUNTY,,CHARLEVOIX COUNTY,jurisdiction,provisional_ballot,Provisional ballot,F1e,0,0.0000,17764,reported,https://www.eac.gov/research-and-data/studies-and-reports,U.S. EAC Election Administration and Voting Survey,loaded
MI,2024,2602900000,CHARLEVOIX COUNTY,,CHARLEVOIX COUNTY,jurisdiction,in_person_early,In-person early voting,F1f,2819,15.8692,17764,reported,https://www.eac.gov/research-and-data/studies-and-reports,U.S. EAC Election Administration and Voting Survey,loaded
MI,2024,2602900000,CHARLEVOIX COUNTY,,CHARLEVOIX COUNTY,jurisdiction,mail_votes_vote_by_mail_jurisdiction,Mail votes in vote-by-mail jurisdiction,F1g,,,17764,unavailable,https://www.eac.gov/research-and-data/studies-and-reports,U.S. EAC Election Administration and Voting Survey,loaded
MI,2024,2602900000,CHARLEVOIX COUNTY,,CHARLEVOIX COUNTY,jurisdiction,other_participation,Other participation,F1h,,,17764,missing,https://www.eac.gov/research-and-data/studies-and-reports,U.S. EAC Election Administration and Voting Survey,loaded
MI,2024,2603100000,CHEBOYGAN COUNTY,,CHEBOYGAN COUNTY,jurisdiction,physical_polling_place,Physical polling place,F1b,8348,50.4624,16543,reported,https://www.eac.gov/research-and-data/studies-and-reports,U.S. EAC Election Administration and Voting Survey,loaded
MI,2024,2603100000,CHEBOYGAN COUNTY,,CHEBOYGAN COUNTY,jurisdiction,absentee_uocava,Absentee UOCAVA,F1c,57,0.3446,16543,reported,https://www.eac.gov/research-and-data/studies-and-reports,U.S. EAC Election Administration and Voting Survey,loaded
MI,2024,2603100000,CHEBOYGAN COUNTY,,CHEBOYGAN COUNTY,jurisdiction,mail_votes,Mail votes,F1d,5349,32.3339,16543,reported,https://www.eac.gov/research-and-data/studies-and-reports,U.S. EAC Election Administration and Voting Survey,loaded
MI,2024,2603100000,CHEBOYGAN COUNTY,,CHEBOYGAN COUNTY,jurisdiction,provisional_ballot,Provisional ballot,F1e,0,0.0000,16543,reported,https://www.eac.gov/research-and-data/studies-and-reports,U.S. EAC Election Administration and Voting Survey,loaded
MI,2024,2603100000,CHEBOYGAN COUNTY,,CHEBOYGAN COUNTY,jurisdiction,in_person_early,In-person early voting,F1f,2789,16.8591,16543,reported,https://www.eac.gov/research-and-data/studies-and-reports,U.S. EAC Election Administration and Voting Survey,loaded
MI,2024,2603100000,CHEBOYGAN COUNTY,,CHEBOYGAN COUNTY,jurisdiction,mail_votes_vote_by_mail_jurisdiction,Mail votes in vote-by-mail jurisdiction,F1g,,,16543,unavailable,https://www.eac.gov/research-and-data/studies-and-reports,U.S. EAC Election Administration and Voting Survey,loaded
