state,electionYear,jurisdictionCode,jurisdictionName,level,vendor,systemName,equipmentType,usage,paperRecord,standardSystem,accessibleSystem,absenteeSystem,pollBookSystem,tabulation,registeredVoters,precincts,pollingPlaces,sourceGranularity,uniformityWarningRequired,uniformityNote,configurationSignals,sourceDocumentId,sourceUrl,caveat
NJ,2024,NJ-021,Mercer County,county,Dominion,Dominion ImageCast X BMD +,Optical Scan,county_context,not_recorded,Ballot Marking Devices for all voters,Ballot Marking Devices for all voters,Batch-Fed Optical Scanners,In-House Electronic Poll Book,Optical Scan,241269,243,94,county,true,Verifier row is a county-level summary. absentee system differs from standard polling-place system. Do not infer every precinct or ballot mode used one identical setup.,absentee system differs from standard polling-place system,verified-voting-verifier-nj-2024-equipment,https://verifiedvoting.org/verifier/#mode/navigate/map/voteEquip/mapType/ppEquip/year/2024/state/34,"Verified Voting Verifier data is jurisdiction-level election-administration context. Most rows are counties, but some states report state-level rows and some county rows can summarize mixed tabulation, accessible-device, absentee, poll-book, or other configurations. Treat it as source-linked context, not proof every precinct in a county used one identical setup, and not a turnout or vote-result source."
NJ,2024,NJ-023,Middlesex County,county,ES&S,ES&S ExpressVote XL +,BMD/Tabulator,county_context,not_recorded,Ballot Marking Device/Tabulators for all voters,Ballot Marking Device/Tabulators for all voters,Batch-Fed Optical Scanners,In-House Electronic Poll Book,BMD/Tabulator,533680,615,618,county,true,Verifier row is a county-level summary. tabulation reports multiple values: BMD/Tabulator; polling-place system reports multiple values: Ballot Marking Device/Tabulators for all voters; accessible system reports multiple values: Ballot Marking Device/Tabulators for all voters; absentee system differs from standard polling-place system. Do not infer every precinct or ballot mode used one identical setup.,tabulation reports multiple values: BMD/Tabulator | polling-place system reports multiple values: Ballot Marking Device/Tabulators for all voters | accessible system reports multiple values: Ballot Marking Device/Tabulators for all voters | absentee system differs from standard polling-place system,verified-voting-verifier-nj-2024-equipment,https://verifiedvoting.org/verifier/#mode/navigate/map/voteEquip/mapType/ppEquip/year/2024/state/34,"Verified Voting Verifier data is jurisdiction-level election-administration context. Most rows are counties, but some states report state-level rows and some county rows can summarize mixed tabulation, accessible-device, absentee, poll-book, or other configurations. Treat it as source-linked context, not proof every precinct in a county used one identical setup, and not a turnout or vote-result source."
NJ,2024,NJ-025,Monmouth County,county,ES&S,ES&S ExpressVote XL +,BMD/Tabulator,county_context,not_recorded,Ballot Marking Device/Tabulators for all voters,Ballot Marking Device/Tabulators for all voters,Batch-Fed Optical Scanners,In-House Electronic Poll Book,BMD/Tabulator,472374,474,474,county,true,Verifier row is a county-level summary. tabulation reports multiple values: BMD/Tabulator; polling-place system reports multiple values: Ballot Marking Device/Tabulators for all voters; accessible system reports multiple values: Ballot Marking Device/Tabulators for all voters; absentee system differs from standard polling-place system. Do not infer every precinct or ballot mode used one identical setup.,tabulation reports multiple values: BMD/Tabulator | polling-place system reports multiple values: Ballot Marking Device/Tabulators for all voters | accessible system reports multiple values: Ballot Marking Device/Tabulators for all voters | absentee system differs from standard polling-place system,verified-voting-verifier-nj-2024-equipment,https://verifiedvoting.org/verifier/#mode/navigate/map/voteEquip/mapType/ppEquip/year/2024/state/34,"Verified Voting Verifier data is jurisdiction-level election-administration context. Most rows are counties, but some states report state-level rows and some county rows can summarize mixed tabulation, accessible-device, absentee, poll-book, or other configurations. Treat it as source-linked context, not proof every precinct in a county used one identical setup, and not a turnout or vote-result source."
NJ,2024,NJ-027,Morris County,county,ES&S,ES&S ExpressVote XL +,BMD/Tabulator,county_context,not_recorded,Ballot Marking Device/Tabulators for all voters,Ballot Marking Device/Tabulators for all voters,Batch-Fed Optical Scanners,In-House Electronic Poll Book,BMD/Tabulator,359544,396,152,county,true,Verifier row is a county-level summary. tabulation reports multiple values: BMD/Tabulator; polling-place system reports multiple values: Ballot Marking Device/Tabulators for all voters; accessible system reports multiple values: Ballot Marking Device/Tabulators for all voters; absentee system differs from standard polling-place system. Do not infer every precinct or ballot mode used one identical setup.,tabulation reports multiple values: BMD/Tabulator | polling-place system reports multiple values: Ballot Marking Device/Tabulators for all voters | accessible system reports multiple values: Ballot Marking Device/Tabulators for all voters | absentee system differs from standard polling-place system,verified-voting-verifier-nj-2024-equipment,https://verifiedvoting.org/verifier/#mode/navigate/map/voteEquip/mapType/ppEquip/year/2024/state/34,"Verified Voting Verifier data is jurisdiction-level election-administration context. Most rows are counties, but some states report state-level rows and some county rows can summarize mixed tabulation, accessible-device, absentee, poll-book, or other configurations. Treat it as source-linked context, not proof every precinct in a county used one identical setup, and not a turnout or vote-result source."
NJ,2024,NJ-029,Ocean County,county,ES&S,ES&S ExpressVote XL +,BMD/Tabulator,county_context,not_recorded,Ballot Marking Device/Tabulators for all voters,Ballot Marking Device/Tabulators for all voters,Batch-Fed Optical Scanners,In-House Electronic Poll Book,BMD/Tabulator,446635,414,413,county,true,Verifier row is a county-level summary. tabulation reports multiple values: BMD/Tabulator; polling-place system reports multiple values: Ballot Marking Device/Tabulators for all voters; accessible system reports multiple values: Ballot Marking Device/Tabulators for all voters; absentee system differs from standard polling-place system. Do not infer every precinct or ballot mode used one identical setup.,tabulation reports multiple values: BMD/Tabulator | polling-place system reports multiple values: Ballot Marking Device/Tabulators for all voters | accessible system reports multiple values: Ballot Marking Device/Tabulators for all voters | absentee system differs from standard polling-place system,verified-voting-verifier-nj-2024-equipment,https://verifiedvoting.org/verifier/#mode/navigate/map/voteEquip/mapType/ppEquip/year/2024/state/34,"Verified Voting Verifier data is jurisdiction-level election-administration context. Most rows are counties, but some states report state-level rows and some county rows can summarize mixed tabulation, accessible-device, absentee, poll-book, or other configurations. Treat it as source-linked context, not proof every precinct in a county used one identical setup, and not a turnout or vote-result source."
NJ,2024,NJ-031,Passaic County,county,ES&S,ES&S ExpressVote XL +,BMD/Tabulator,county_context,not_recorded,Ballot Marking Device/Tabulators for all voters,Ballot Marking Device/Tabulators for all voters,Batch-Fed Optical Scanners,In-House Electronic Poll Book,BMD/Tabulator,310528,283,138,county,true,Verifier row is a county-level summary. tabulation reports multiple values: BMD/Tabulator; polling-place system reports multiple values: Ballot Marking Device/Tabulators for all voters; accessible system reports multiple values: Ballot Marking Device/Tabulators for all voters; absentee system differs from standard polling-place system. Do not infer every precinct or ballot mode used one identical setup.,tabulation reports multiple values: BMD/Tabulator | polling-place system reports multiple values: Ballot Marking Device/Tabulators for all voters | accessible system reports multiple values: Ballot Marking Device/Tabulators for all voters | absentee system differs from standard polling-place system,verified-voting-verifier-nj-2024-equipment,https://verifiedvoting.org/verifier/#mode/navigate/map/voteEquip/mapType/ppEquip/year/2024/state/34,"Verified Voting Verifier data is jurisdiction-level election-administration context. Most rows are counties, but some states report state-level rows and some county rows can summarize mixed tabulation, accessible-device, absentee, poll-book, or other configurations. Treat it as source-linked context, not proof every precinct in a county used one identical setup, and not a turnout or vote-result source."
NJ,2024,NJ-033,Salem County,county,Dominion,Jurisdiction does not use BMDs,DRE,county_context,vvpat,DREs with VVPAT for all voters,DREs with VVPAT for all voters,Batch-Fed Optical Scanners,Commercial Electronic Poll Book,DRE,44863,43,26,county,true,Verifier row is a county-level summary. absentee system differs from standard polling-place system. Do not infer every precinct or ballot mode used one identical setup.,absentee system differs from standard polling-place system,verified-voting-verifier-nj-2024-equipment,https://verifiedvoting.org/verifier/#mode/navigate/map/voteEquip/mapType/ppEquip/year/2024/state/34,"Verified Voting Verifier data is jurisdiction-level election-administration context. Most rows are counties, but some states report state-level rows and some county rows can summarize mixed tabulation, accessible-device, absentee, poll-book, or other configurations. Treat it as source-linked context, not proof every precinct in a county used one identical setup, and not a turnout or vote-result source."
NJ,2024,NJ-035,Somerset County,county,ES&S,ES&S ExpressVote XL +,BMD/Tabulator,county_context,not_recorded,Ballot Marking Device/Tabulators for all voters,Ballot Marking Device/Tabulators for all voters,Batch-Fed Optical Scanners,In-House Electronic Poll Book,BMD/Tabulator,239016,267,93,county,true,Verifier row is a county-level summary. tabulation reports multiple values: BMD/Tabulator; polling-place system reports multiple values: Ballot Marking Device/Tabulators for all voters; accessible system reports multiple values: Ballot Marking Device/Tabulators for all voters; absentee system differs from standard polling-place system. Do not infer every precinct or ballot mode used one identical setup.,tabulation reports multiple values: BMD/Tabulator | polling-place system reports multiple values: Ballot Marking Device/Tabulators for all voters | accessible system reports multiple values: Ballot Marking Device/Tabulators for all voters | absentee system differs from standard polling-place system,verified-voting-verifier-nj-2024-equipment,https://verifiedvoting.org/verifier/#mode/navigate/map/voteEquip/mapType/ppEquip/year/2024/state/34,"Verified Voting Verifier data is jurisdiction-level election-administration context. Most rows are counties, but some states report state-level rows and some county rows can summarize mixed tabulation, accessible-device, absentee, poll-book, or other configurations. Treat it as source-linked context, not proof every precinct in a county used one identical setup, and not a turnout or vote-result source."
NJ,2024,NJ-037,Sussex County,county,ES&S,ES&S ExpressVote +,Optical Scan,county_context,not_recorded,Ballot Marking Devices for all voters,Ballot Marking Devices for all voters,Batch-Fed Optical Scanners,In-House Electronic Poll Book,Optical Scan,109411,119,119,county,true,Verifier row is a county-level summary. absentee system differs from standard polling-place system. Do not infer every precinct or ballot mode used one identical setup.,absentee system differs from standard polling-place system,verified-voting-verifier-nj-2024-equipment,https://verifiedvoting.org/verifier/#mode/navigate/map/voteEquip/mapType/ppEquip/year/2024/state/34,"Verified Voting Verifier data is jurisdiction-level election-administration context. Most rows are counties, but some states report state-level rows and some county rows can summarize mixed tabulation, accessible-device, absentee, poll-book, or other configurations. Treat it as source-linked context, not proof every precinct in a county used one identical setup, and not a turnout or vote-result source."
NJ,2024,NJ-039,Union County,county,ES&S,ES&S ExpressVote XL +,BMD/Tabulator,county_context,not_recorded,Ballot Marking Device/Tabulators for all voters,Ballot Marking Device/Tabulators for all voters,Batch-Fed Optical Scanners,In-House Electronic Poll Book,BMD/Tabulator,353756,434,434,county,true,Verifier row is a county-level summary. tabulation reports multiple values: BMD/Tabulator; polling-place system reports multiple values: Ballot Marking Device/Tabulators for all voters; accessible system reports multiple values: Ballot Marking Device/Tabulators for all voters; absentee system differs from standard polling-place system. Do not infer every precinct or ballot mode used one identical setup.,tabulation reports multiple values: BMD/Tabulator | polling-place system reports multiple values: Ballot Marking Device/Tabulators for all voters | accessible system reports multiple values: Ballot Marking Device/Tabulators for all voters | absentee system differs from standard polling-place system,verified-voting-verifier-nj-2024-equipment,https://verifiedvoting.org/verifier/#mode/navigate/map/voteEquip/mapType/ppEquip/year/2024/state/34,"Verified Voting Verifier data is jurisdiction-level election-administration context. Most rows are counties, but some states report state-level rows and some county rows can summarize mixed tabulation, accessible-device, absentee, poll-book, or other configurations. Treat it as source-linked context, not proof every precinct in a county used one identical setup, and not a turnout or vote-result source."
NJ,2024,NJ-041,Warren County,county,ES&S,ES&S ExpressVote XL +,BMD/Tabulator,county_context,not_recorded,Ballot Marking Device/Tabulators for all voters,Ballot Marking Device/Tabulators for all voters,Batch-Fed Optical Scanners,In-House Electronic Poll Book,BMD/Tabulator,79764,86,42,county,true,Verifier row is a county-level summary. tabulation reports multiple values: BMD/Tabulator; polling-place system reports multiple values: Ballot Marking Device/Tabulators for all voters; accessible system reports multiple values: Ballot Marking Device/Tabulators for all voters; absentee system differs from standard polling-place system. Do not infer every precinct or ballot mode used one identical setup.,tabulation reports multiple values: BMD/Tabulator | polling-place system reports multiple values: Ballot Marking Device/Tabulators for all voters | accessible system reports multiple values: Ballot Marking Device/Tabulators for all voters | absentee system differs from standard polling-place system,verified-voting-verifier-nj-2024-equipment,https://verifiedvoting.org/verifier/#mode/navigate/map/voteEquip/mapType/ppEquip/year/2024/state/34,"Verified Voting Verifier data is jurisdiction-level election-administration context. Most rows are counties, but some states report state-level rows and some county rows can summarize mixed tabulation, accessible-device, absentee, poll-book, or other configurations. Treat it as source-linked context, not proof every precinct in a county used one identical setup, and not a turnout or vote-result source."
