"CandidateId","CandidateName","TOTAL_VOTES","Party","WriteInVote","LocalityCode","LocalityName","PrecinctId","PrecinctName","DistrictId","DistrictType","DistrictName","OfficeId","OfficeTitle","ElectionId","ElectionType","ElectionDate","ElectionName","NumberOfSeats"
"cs1005","John N. ""Nick"" Howard","1344","","0","001","ACCOMACK COUNTY","0101","101 - CHINCOTEAGUE","ed6830","town","CHINCOTEAGUE","cc376","Member Town Council - Chincoteague (Town of Chincoteague)","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","3"
"cs317","Kamala D. Harris","776","Democratic","0","001","ACCOMACK COUNTY","0101","101 - CHINCOTEAGUE","ed2","state","United States Of America","cc122","President and Vice President","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","1"
"cs454","Missy Cotter Smasal","749","Democratic","0","001","ACCOMACK COUNTY","0101","101 - CHINCOTEAGUE","ed6009","congressional","02","cc166","Member, House of Representatives (2nd District)","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","1"
"cs456","Robert E. Reid, Jr. ","41","Independent","0","001","ACCOMACK COUNTY","0101","101 - CHINCOTEAGUE","ed6009","congressional","02","cc166","Member, House of Representatives (2nd District)","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","1"
"cs1002","Sonia D. Watson-Conser","962","","0","001","ACCOMACK COUNTY","0101","101 - CHINCOTEAGUE","ed6830","town","CHINCOTEAGUE","cc376","Member Town Council - Chincoteague (Town of Chincoteague)","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","3"
"cs534","Timothy M. Kaine","831","Democratic","0","001","ACCOMACK COUNTY","0101","101 - CHINCOTEAGUE","ed2","state","United States Of America","cc200","Member, United States Senate","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","1"
"cs1003","William T. ""Bill"" McComb, Jr.","1305","","0","001","ACCOMACK COUNTY","0101","101 - CHINCOTEAGUE","ed6830","town","CHINCOTEAGUE","cc376","Member Town Council - Chincoteague (Town of Chincoteague)","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","3"
"wi-cc166","WRITE IN VOTES","0","","6","001","ACCOMACK COUNTY","0101","101 - CHINCOTEAGUE","ed6009","congressional","02","cc166","Member, House of Representatives (2nd District)","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","1"
"wi-cc122","WRITE IN VOTES","0","","7","001","ACCOMACK COUNTY","0101","101 - CHINCOTEAGUE","ed2","state","United States Of America","cc122","President and Vice President","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","1"
"wi-cc319","WRITE IN VOTES","0","","13","001","ACCOMACK COUNTY","0101","101 - CHINCOTEAGUE","ed6830","town","CHINCOTEAGUE","cc319","Mayor - Chincoteague (Town of Chincoteague)","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","1"
"wi-cc200","WRITE IN VOTES","0","","4","001","ACCOMACK COUNTY","0101","101 - CHINCOTEAGUE","ed2","state","United States Of America","cc200","Member, United States Senate","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","1"
"wi-cc376","WRITE IN VOTES","0","","71","001","ACCOMACK COUNTY","0101","101 - CHINCOTEAGUE","ed6830","town","CHINCOTEAGUE","cc376","Member Town Council - Chincoteague (Town of Chincoteague)","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","3"
"cs320","Chase R. Oliver","4","Libertarian","0","001","ACCOMACK COUNTY","0201","201 - ATLANTIC","ed2","state","United States Of America","cc122","President and Vice President","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","1"
"cs321","Claudia De la Cruz","0","Independent","0","001","ACCOMACK COUNTY","0201","201 - ATLANTIC","ed2","state","United States Of America","cc122","President and Vice President","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","1"
"cs322","Cornel R. West","1","Independent","0","001","ACCOMACK COUNTY","0201","201 - ATLANTIC","ed2","state","United States Of America","cc122","President and Vice President","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","1"
"cs318","Donald J. Trump","549","Republican","0","001","ACCOMACK COUNTY","0201","201 - ATLANTIC","ed2","state","United States Of America","cc122","President and Vice President","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","1"
"cs535","Hung Cao","532","Republican","0","001","ACCOMACK COUNTY","0201","201 - ATLANTIC","ed2","state","United States Of America","cc200","Member, United States Senate","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","1"
"cs455","Jen A. Kiggans","543","Republican","0","001","ACCOMACK COUNTY","0201","201 - ATLANTIC","ed6009","congressional","02","cc166","Member, House of Representatives (2nd District)","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","1"
"cs319","Jill E. Stein","1","Green","0","001","ACCOMACK COUNTY","0201","201 - ATLANTIC","ed2","state","United States Of America","cc122","President and Vice President","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","1"
"cs317","Kamala D. Harris","207","Democratic","0","001","ACCOMACK COUNTY","0201","201 - ATLANTIC","ed2","state","United States Of America","cc122","President and Vice President","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","1"
"cs454","Missy Cotter Smasal","197","Democratic","0","001","ACCOMACK COUNTY","0201","201 - ATLANTIC","ed6009","congressional","02","cc166","Member, House of Representatives (2nd District)","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","1"
"cs456","Robert E. Reid, Jr. ","16","Independent","0","001","ACCOMACK COUNTY","0201","201 - ATLANTIC","ed6009","congressional","02","cc166","Member, House of Representatives (2nd District)","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","1"
"cs534","Timothy M. Kaine","222","Democratic","0","001","ACCOMACK COUNTY","0201","201 - ATLANTIC","ed2","state","United States Of America","cc200","Member, United States Senate","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","1"
"wi-cc122","WRITE IN VOTES","0","","0","001","ACCOMACK COUNTY","0201","201 - ATLANTIC","ed2","state","United States Of America","cc122","President and Vice President","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","1"
"wi-cc200","WRITE IN VOTES","0","","1","001","ACCOMACK COUNTY","0201","201 - ATLANTIC","ed2","state","United States Of America","cc200","Member, United States Senate","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","1"
"wi-cc166","WRITE IN VOTES","0","","1","001","ACCOMACK COUNTY","0201","201 - ATLANTIC","ed6009","congressional","02","cc166","Member, House of Representatives (2nd District)","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","1"
"cs320","Chase R. Oliver","1","Libertarian","0","001","ACCOMACK COUNTY","0202","202 - GREENBACKVILLE","ed2","state","United States Of America","cc122","President and Vice President","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","1"
"cs321","Claudia De la Cruz","0","Independent","0","001","ACCOMACK COUNTY","0202","202 - GREENBACKVILLE","ed2","state","United States Of America","cc122","President and Vice President","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","1"
"cs322","Cornel R. West","1","Independent","0","001","ACCOMACK COUNTY","0202","202 - GREENBACKVILLE","ed2","state","United States Of America","cc122","President and Vice President","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","1"
"cs318","Donald J. Trump","939","Republican","0","001","ACCOMACK COUNTY","0202","202 - GREENBACKVILLE","ed2","state","United States Of America","cc122","President and Vice President","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","1"
"cs535","Hung Cao","928","Republican","0","001","ACCOMACK COUNTY","0202","202 - GREENBACKVILLE","ed2","state","United States Of America","cc200","Member, United States Senate","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","1"
"cs455","Jen A. Kiggans","947","Republican","0","001","ACCOMACK COUNTY","0202","202 - GREENBACKVILLE","ed6009","congressional","02","cc166","Member, House of Representatives (2nd District)","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","1"
"cs319","Jill E. Stein","4","Green","0","001","ACCOMACK COUNTY","0202","202 - GREENBACKVILLE","ed2","state","United States Of America","cc122","President and Vice President","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","1"
"cs317","Kamala D. Harris","396","Democratic","0","001","ACCOMACK COUNTY","0202","202 - GREENBACKVILLE","ed2","state","United States Of America","cc122","President and Vice President","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","1"
"cs454","Missy Cotter Smasal","370","Democratic","0","001","ACCOMACK COUNTY","0202","202 - GREENBACKVILLE","ed6009","congressional","02","cc166","Member, House of Representatives (2nd District)","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","1"
"cs456","Robert E. Reid, Jr. ","19","Independent","0","001","ACCOMACK COUNTY","0202","202 - GREENBACKVILLE","ed6009","congressional","02","cc166","Member, House of Representatives (2nd District)","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","1"
"cs534","Timothy M. Kaine","397","Democratic","0","001","ACCOMACK COUNTY","0202","202 - GREENBACKVILLE","ed2","state","United States Of America","cc200","Member, United States Senate","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","1"
"wi-cc166","WRITE IN VOTES","0","","1","001","ACCOMACK COUNTY","0202","202 - GREENBACKVILLE","ed6009","congressional","02","cc166","Member, House of Representatives (2nd District)","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","1"
"wi-cc122","WRITE IN VOTES","0","","2","001","ACCOMACK COUNTY","0202","202 - GREENBACKVILLE","ed2","state","United States Of America","cc122","President and Vice President","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","1"
"wi-cc200","WRITE IN VOTES","0","","2","001","ACCOMACK COUNTY","0202","202 - GREENBACKVILLE","ed2","state","United States Of America","cc200","Member, United States Senate","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","1"
"cs320","Chase R. Oliver","6","Libertarian","0","001","ACCOMACK COUNTY","0301","301 - NEW CHURCH","ed2","state","United States Of America","cc122","President and Vice President","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","1"
"cs321","Claudia De la Cruz","1","Independent","0","001","ACCOMACK COUNTY","0301","301 - NEW CHURCH","ed2","state","United States Of America","cc122","President and Vice President","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","1"
"cs322","Cornel R. West","6","Independent","0","001","ACCOMACK COUNTY","0301","301 - NEW CHURCH","ed2","state","United States Of America","cc122","President and Vice President","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","1"
"cs318","Donald J. Trump","731","Republican","0","001","ACCOMACK COUNTY","0301","301 - NEW CHURCH","ed2","state","United States Of America","cc122","President and Vice President","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","1"
"cs535","Hung Cao","717","Republican","0","001","ACCOMACK COUNTY","0301","301 - NEW CHURCH","ed2","state","United States Of America","cc200","Member, United States Senate","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","1"
"cs455","Jen A. Kiggans","748","Republican","0","001","ACCOMACK COUNTY","0301","301 - NEW CHURCH","ed6009","congressional","02","cc166","Member, House of Representatives (2nd District)","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","1"
"cs319","Jill E. Stein","3","Green","0","001","ACCOMACK COUNTY","0301","301 - NEW CHURCH","ed2","state","United States Of America","cc122","President and Vice President","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","1"
"cs317","Kamala D. Harris","868","Democratic","0","001","ACCOMACK COUNTY","0301","301 - NEW CHURCH","ed2","state","United States Of America","cc122","President and Vice President","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","1"
"cs454","Missy Cotter Smasal","824","Democratic","0","001","ACCOMACK COUNTY","0301","301 - NEW CHURCH","ed6009","congressional","02","cc166","Member, House of Representatives (2nd District)","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","1"
"cs456","Robert E. Reid, Jr. ","40","Independent","0","001","ACCOMACK COUNTY","0301","301 - NEW CHURCH","ed6009","congressional","02","cc166","Member, House of Representatives (2nd District)","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","1"
"cs534","Timothy M. Kaine","892","Democratic","0","001","ACCOMACK COUNTY","0301","301 - NEW CHURCH","ed2","state","United States Of America","cc200","Member, United States Senate","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","1"
"wi-cc166","WRITE IN VOTES","0","","2","001","ACCOMACK COUNTY","0301","301 - NEW CHURCH","ed6009","congressional","02","cc166","Member, House of Representatives (2nd District)","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","1"
"wi-cc200","WRITE IN VOTES","0","","4","001","ACCOMACK COUNTY","0301","301 - NEW CHURCH","ed2","state","United States Of America","cc200","Member, United States Senate","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","1"
"wi-cc122","WRITE IN VOTES","0","","2","001","ACCOMACK COUNTY","0301","301 - NEW CHURCH","ed2","state","United States Of America","cc122","President and Vice President","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","1"
"BettyJoDawson-5-","WRITE IN VOTES","0","","6","001","ACCOMACK COUNTY","0401","401 - BLOXOM","ed6884","town","HALLWOOD","cc146","Member Town Council - Hallwood (Town of Hallwood)","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","6"
"BettyL.McConnell-3-","WRITE IN VOTES","0","","13","001","ACCOMACK COUNTY","0401","401 - BLOXOM","ed6884","town","HALLWOOD","cc146","Member Town Council - Hallwood (Town of Hallwood)","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","6"
"cs1167","Charles Edward Roe, Jr.","53","","0","001","ACCOMACK COUNTY","0401","401 - BLOXOM","ed6948","town","BLOXOM","cc438","Member Town Council - Bloxom (Town of Bloxom)","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","6"
"cs320","Chase R. Oliver","4","Libertarian","0","001","ACCOMACK COUNTY","0401","401 - BLOXOM","ed2","state","United States Of America","cc122","President and Vice President","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","1"
"cs567","Christopher F. Kreisl","111","","0","001","ACCOMACK COUNTY","0401","401 - BLOXOM","ed6948","town","BLOXOM","cc208","Mayor - Bloxom (Town of Bloxom)","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","1"
"cs400","Claude M. Linton","38","","0","001","ACCOMACK COUNTY","0401","401 - BLOXOM","ed6884","town","HALLWOOD","cc146","Member Town Council - Hallwood (Town of Hallwood)","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","6"
"cs321","Claudia De la Cruz","2","Independent","0","001","ACCOMACK COUNTY","0401","401 - BLOXOM","ed2","state","United States Of America","cc122","President and Vice President","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","1"
"cs322","Cornel R. West","1","Independent","0","001","ACCOMACK COUNTY","0401","401 - BLOXOM","ed2","state","United States Of America","cc122","President and Vice President","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","1"
"cs318","Donald J. Trump","487","Republican","0","001","ACCOMACK COUNTY","0401","401 - BLOXOM","ed2","state","United States Of America","cc122","President and Vice President","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","1"
"DustynW.Gibson-6-","WRITE IN VOTES","0","","5","001","ACCOMACK COUNTY","0401","401 - BLOXOM","ed6884","town","HALLWOOD","cc146","Member Town Council - Hallwood (Town of Hallwood)","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","6"
"cs535","Hung Cao","464","Republican","0","001","ACCOMACK COUNTY","0401","401 - BLOXOM","ed2","state","United States Of America","cc200","Member, United States Senate","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","1"
"cs1164","James T. Bagwell II","69","","0","001","ACCOMACK COUNTY","0401","401 - BLOXOM","ed6948","town","BLOXOM","cc438","Member Town Council - Bloxom (Town of Bloxom)","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","6"
"cs455","Jen A. Kiggans","482","Republican","0","001","ACCOMACK COUNTY","0401","401 - BLOXOM","ed6009","congressional","02","cc166","Member, House of Representatives (2nd District)","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","1"
"cs319","Jill E. Stein","1","Green","0","001","ACCOMACK COUNTY","0401","401 - BLOXOM","ed2","state","United States Of America","cc122","President and Vice President","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","1"
"cs1216","John W. Poulson, Jr.","40","","0","001","ACCOMACK COUNTY","0401","401 - BLOXOM","ed6884","town","HALLWOOD","cc457","Mayor - Hallwood (Town of Hallwood)","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","1"
"cs317","Kamala D. Harris","194","Democratic","0","001","ACCOMACK COUNTY","0401","401 - BLOXOM","ed2","state","United States Of America","cc122","President and Vice President","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","1"
"cs1165","Kasey G. Bagwell","63","","0","001","ACCOMACK COUNTY","0401","401 - BLOXOM","ed6948","town","BLOXOM","cc438","Member Town Council - Bloxom (Town of Bloxom)","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","6"
"cs454","Missy Cotter Smasal","186","Democratic","0","001","ACCOMACK COUNTY","0401","401 - BLOXOM","ed6009","congressional","02","cc166","Member, House of Representatives (2nd District)","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","1"
"cs399","Pamela G. Riffey","36","","0","001","ACCOMACK COUNTY","0401","401 - BLOXOM","ed6884","town","HALLWOOD","cc146","Member Town Council - Hallwood (Town of Hallwood)","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","6"
"cs456","Robert E. Reid, Jr. ","14","Independent","0","001","ACCOMACK COUNTY","0401","401 - BLOXOM","ed6009","congressional","02","cc166","Member, House of Representatives (2nd District)","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","1"
"cs1166","Rosemary G. Gibbons","63","","0","001","ACCOMACK COUNTY","0401","401 - BLOXOM","ed6948","town","BLOXOM","cc438","Member Town Council - Bloxom (Town of Bloxom)","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","6"
"cs1163","Samuel H. Bloxom, Jr.","76","","0","001","ACCOMACK COUNTY","0401","401 - BLOXOM","ed6948","town","BLOXOM","cc438","Member Town Council - Bloxom (Town of Bloxom)","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","6"
"cs1168","Thomas W. Beasley","69","","0","001","ACCOMACK COUNTY","0401","401 - BLOXOM","ed6948","town","BLOXOM","cc438","Member Town Council - Bloxom (Town of Bloxom)","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","6"
"TimothyC.Clougherty,Sr.-4-","WRITE IN VOTES","0","","11","001","ACCOMACK COUNTY","0401","401 - BLOXOM","ed6884","town","HALLWOOD","cc146","Member Town Council - Hallwood (Town of Hallwood)","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","6"
"cs534","Timothy M. Kaine","223","Democratic","0","001","ACCOMACK COUNTY","0401","401 - BLOXOM","ed2","state","United States Of America","cc200","Member, United States Senate","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","1"
"wi-cc146","WRITE IN VOTES","0","","30","001","ACCOMACK COUNTY","0401","401 - BLOXOM","ed6884","town","HALLWOOD","cc146","Member Town Council - Hallwood (Town of Hallwood)","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","6"
"wi-cc200","WRITE IN VOTES","0","","2","001","ACCOMACK COUNTY","0401","401 - BLOXOM","ed2","state","United States Of America","cc200","Member, United States Senate","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","1"
"wi-cc438","WRITE IN VOTES","0","","23","001","ACCOMACK COUNTY","0401","401 - BLOXOM","ed6948","town","BLOXOM","cc438","Member Town Council - Bloxom (Town of Bloxom)","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","6"
"wi-cc122","WRITE IN VOTES","0","","2","001","ACCOMACK COUNTY","0401","401 - BLOXOM","ed2","state","United States Of America","cc122","President and Vice President","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","1"
"wi-cc166","WRITE IN VOTES","0","","3","001","ACCOMACK COUNTY","0401","401 - BLOXOM","ed6009","congressional","02","cc166","Member, House of Representatives (2nd District)","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","1"
"wi-cc208","WRITE IN VOTES","0","","12","001","ACCOMACK COUNTY","0401","401 - BLOXOM","ed6948","town","BLOXOM","cc208","Mayor - Bloxom (Town of Bloxom)","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","1"
"wi-cc457","WRITE IN VOTES","0","","10","001","ACCOMACK COUNTY","0401","401 - BLOXOM","ed6884","town","HALLWOOD","cc457","Mayor - Hallwood (Town of Hallwood)","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","1"
"cs320","Chase R. Oliver","1","Libertarian","0","001","ACCOMACK COUNTY","0402","402 - PARKSLEY","ed2","state","United States Of America","cc122","President and Vice President","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","1"
"cs321","Claudia De la Cruz","3","Independent","0","001","ACCOMACK COUNTY","0402","402 - PARKSLEY","ed2","state","United States Of America","cc122","President and Vice President","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","1"
"cs322","Cornel R. West","0","Independent","0","001","ACCOMACK COUNTY","0402","402 - PARKSLEY","ed2","state","United States Of America","cc122","President and Vice President","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","1"
"cs318","Donald J. Trump","496","Republican","0","001","ACCOMACK COUNTY","0402","402 - PARKSLEY","ed2","state","United States Of America","cc122","President and Vice President","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","1"
"cs517","Francis D. ""Sam"" Welch","207","","0","001","ACCOMACK COUNTY","0402","402 - PARKSLEY","ed6875","town","PARKSLEY","cc193","Member Town Council - Parksley (Town of Parksley)","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","3"
"cs747","Frank A. Russell II","269","","0","001","ACCOMACK COUNTY","0402","402 - PARKSLEY","ed6875","town","PARKSLEY","cc281","Mayor - Parksley (Town of Parksley)","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","1"
"cs535","Hung Cao","478","Republican","0","001","ACCOMACK COUNTY","0402","402 - PARKSLEY","ed2","state","United States Of America","cc200","Member, United States Senate","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","1"
"cs516","Janice Benton Welch","211","","0","001","ACCOMACK COUNTY","0402","402 - PARKSLEY","ed6875","town","PARKSLEY","cc193","Member Town Council - Parksley (Town of Parksley)","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","3"
"cs455","Jen A. Kiggans","490","Republican","0","001","ACCOMACK COUNTY","0402","402 - PARKSLEY","ed6009","congressional","02","cc166","Member, House of Representatives (2nd District)","17aaeea0-ec2f-498a-a32a-b15539b89bd0","General","2024-11-05","2024 November General","1"
