state,election_year,county,local_unit,pres_harris,pres_trump,pres_other,pres_total,comparison_dem,comparison_rep,comparison_other,comparison_total,cvr_rows,source_url
NV,2024,Clark County,1015 (1015|00),996,946,37,1979,996,847,114,1957,1982,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,1016 (1016|00),191,250,5,446,190,229,20,439,446,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,1038 (1038|00),958,922,26,1906,955,820,92,1867,1909,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,1039 (1039|00),1226,1468,46,2740,1199,1371,112,2682,2747,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,1063 (1063|00),568,589,17,1174,558,532,68,1158,1175,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,1067 (1067|00),49,98,4,151,48,89,10,147,151,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,1072 (1072|00),73,209,8,290,76,181,29,286,291,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,1074 (1074|00),652,1003,25,1680,624,922,98,1644,1684,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,1302 (1302|00),1630,1483,48,3161,1630,1303,178,3111,3170,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,1304 (1304|00),1235,1162,42,2439,1218,1047,127,2392,2445,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,1307 (1307|00),811,844,28,1683,805,759,81,1645,1687,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,1318 (1318|00),745,618,15,1378,751,509,80,1340,1380,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,1327 (1327|00),865,737,38,1640,858,649,96,1603,1648,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,1328 (1328|00),666,664,17,1347,657,588,65,1310,1348,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,1330 (1330|00),593,928,27,1548,604,852,67,1523,1551,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,1331 (1331|00),715,595,26,1336,705,530,82,1317,1337,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,1333 (1333|00),574,607,15,1196,573,545,63,1181,1199,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,1334 (1334|00),727,738,20,1485,747,658,66,1471,1488,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,1335 (1335|00),599,673,17,1289,599,610,63,1272,1291,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,1336 (1336|00),556,378,15,949,541,332,59,932,951,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,1341 (1341|00),1160,1136,33,2329,1123,1024,135,2282,2330,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,1343 (1343|00),330,500,11,841,326,463,46,835,843,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,1344 (1344|00),642,522,13,1177,611,460,82,1153,1180,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,1346 (1346|00),890,1231,41,2162,911,1137,87,2135,2167,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,1348 (1348|00),745,761,29,1535,730,666,120,1516,1536,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,1349 (1349|00),727,673,28,1428,714,588,97,1399,1430,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,1351 (1351|00),1199,953,43,2195,1160,854,142,2156,2201,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,1352 (1352|00),590,522,17,1129,587,458,63,1108,1129,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,1353 (1353|00),1116,832,23,1971,1107,733,106,1946,1976,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,1354 (1354|00),1412,1124,55,2591,1383,996,154,2533,2595,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,1356 (1356|00),823,801,23,1647,824,696,86,1606,1648,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,1368 (1368|00),801,654,18,1473,789,587,74,1450,1473,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,1384 (1384|00),132,84,5,221,127,69,23,219,221,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,1389 (1389|00),484,549,13,1046,492,479,55,1026,1047,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,1390 (1390|00),1666,1552,56,3274,1611,1412,188,3211,3276,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,1394 (1394|00),1116,1544,38,2698,1123,1450,88,2661,2701,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,1396 (1396|00),1423,1188,46,2657,1409,1045,157,2611,2663,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,1411 (1411|00),1159,1309,38,2506,1151,1207,119,2477,2508,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,1510 (1510|00),241,489,25,755,243,490,15,748,757,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,1514 (1514|00),743,1087,40,1870,743,1022,69,1834,1871,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,1517 (1517|00),1015,1536,33,2584,1005,1449,89,2543,2590,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,1518 (1518|00),1038,1298,36,2372,1057,1225,68,2350,2375,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,1525 (1525|00),977,961,19,1957,953,890,86,1929,1960,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,1550 (1550|00),352,508,14,874,351,479,36,866,875,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,1602 (1602|00),966,790,25,1781,950,707,88,1745,1784,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,1605 (1605|00),1242,907,31,2180,1207,784,138,2129,2188,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,1606 (1606|00),923,1230,64,2217,931,1181,72,2184,2219,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,1609 (1609|00),848,833,35,1716,847,734,90,1671,1716,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,1613 (1613|00),879,794,30,1703,882,674,110,1666,1708,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,1614 (1614|00),615,624,17,1256,607,550,75,1232,1261,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,1619 (1619|00),844,865,26,1735,828,749,105,1682,1739,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,1621 (1621|00),462,386,8,856,457,326,60,843,860,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,1625 (1625|00),1089,868,37,1994,1071,729,145,1945,2000,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,1631 (1631|00),864,716,30,1610,858,626,87,1571,1611,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,1632 (1632|00),860,707,24,1591,852,606,98,1556,1594,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,1633 (1633|00),632,378,13,1023,611,316,63,990,1027,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,1643 (1643|00),224,345,5,574,232,317,15,564,576,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,1645 (1645|00),1155,789,35,1979,1148,653,128,1929,1985,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,1651 (1651|00),1087,1228,36,2351,1069,1073,141,2283,2355,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,1653 (1653|00),673,484,30,1187,664,408,80,1152,1191,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,1660 (1660|00),831,771,31,1633,827,682,97,1606,1635,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,1664 (1664|00),384,501,18,903,396,446,43,885,905,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,1668 (1668|00),1827,2091,54,3972,1821,1874,192,3887,3976,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,1669 (1669|00),1314,1185,42,2541,1286,1059,151,2496,2543,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,1671 (1671|00),5,12,1,18,3,13,0,16,22,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,1672 (1672|00),1329,1419,50,2798,1325,1285,142,2752,2799,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,1674 (1674|00),656,893,41,1590,659,844,65,1568,1593,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,1677 (1677|00),975,1071,32,2078,978,954,117,2049,2080,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,1679 (1679|00),350,474,14,838,341,443,43,827,838,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,1680 (1680|00),765,752,24,1541,763,705,64,1532,1545,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,1682 (1682|00),1261,1051,45,2357,1249,927,152,2328,2361,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,1685 (1685|00),354,557,25,936,361,514,48,923,937,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,1688 (1688|00),500,479,25,1004,521,424,45,990,1005,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,1689 (1689|00),866,787,22,1675,860,719,75,1654,1678,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,1695 (1695|00),243,519,7,769,246,484,28,758,769,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,1696 (1696|00),1098,1102,33,2233,1106,1001,99,2206,2237,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,1700 (1700|00),1373,1219,54,2646,1372,1065,167,2604,2650,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,1702 (1702|00),691,920,25,1636,692,833,80,1605,1643,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,1706 (1706|00),63,58,2,123,70,45,8,123,124,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,1712 (1712|00),1150,1229,26,2405,1146,1155,79,2380,2411,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,1715 (1715|00),1000,1368,48,2416,1005,1321,65,2391,2421,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,1717 (1717|00),1157,1348,40,2545,1163,1301,59,2523,2554,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,1719 (1719|00),338,371,13,722,346,355,12,713,724,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,1750 (1750|00),475,748,19,1242,455,692,78,1225,1246,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,1751 (1751|00),340,858,20,1218,337,798,59,1194,1219,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,1753 (1753|00),62,164,2,228,62,151,10,223,228,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,2002 (2002|00),2,12,0,14,2,11,1,14,22,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,2003 (2003|00),394,288,16,698,378,264,39,681,699,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,2004 (2004|00),543,461,25,1029,527,402,83,1012,1029,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,2005 (2005|00),853,754,45,1652,855,647,120,1622,1652,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,2007 (2007|00),160,275,9,444,163,253,23,439,444,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,2008 (2008|00),1093,1207,34,2334,1098,1052,157,2307,2335,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,2009 (2009|00),598,410,14,1022,566,348,92,1006,1023,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,2010 (2010|00),17,28,1,46,20,24,2,46,51,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,2011 (2011|00),560,478,23,1061,563,415,63,1041,1064,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,2013 (2013|00),468,235,13,716,441,190,71,702,716,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,2014 (2014|00),1283,751,42,2076,1213,645,176,2034,2080,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,2015 (2015|00),921,682,43,1646,899,559,155,1613,1654,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,2016 (2016|00),59,81,3,143,57,76,10,143,143,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,2019 (2019|00),67,118,0,185,71,101,12,184,185,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,2021 (2021|00),1256,707,37,2000,1230,599,151,1980,2009,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,2023 (2023|00),516,355,14,885,496,304,66,866,887,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,2025 (2025|00),908,452,31,1391,877,377,113,1367,1395,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,2028 (2028|00),1067,742,41,1850,1043,621,151,1815,1852,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,2029 (2029|00),64,28,2,94,59,23,12,94,94,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,2030 (2030|00),602,363,18,983,587,312,68,967,983,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,2032 (2032|00),466,304,9,779,475,243,50,768,785,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,2033 (2033|00),874,786,29,1689,869,682,114,1665,1695,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,2036 (2036|00),1237,729,42,2008,1199,626,141,1966,2015,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,2037 (2037|00),1181,1489,51,2721,1167,1356,161,2684,2725,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,2040 (2040|00),22,14,2,38,22,14,2,38,45,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,2045 (2045|00),179,183,5,367,179,169,15,363,367,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,2046 (2046|00),1138,685,27,1850,1105,572,147,1824,1856,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,2047 (2047|00),417,274,7,698,412,217,48,677,700,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,2048 (2048|00),1517,1299,50,2866,1491,1220,121,2832,2870,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,2049 (2049|00),859,789,36,1684,841,708,113,1662,1685,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,2051 (2051|00),1212,1223,48,2483,1194,1137,112,2443,2484,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,2052 (2052|00),20,50,2,72,22,46,3,71,72,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,2053 (2053|00),314,725,16,1055,318,681,51,1050,1057,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,2054 (2054|00),744,1021,38,1803,751,932,99,1782,1804,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,2055 (2055|00),908,1557,51,2516,904,1456,130,2490,2523,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,2056 (2056|00),49,99,0,148,44,94,9,147,148,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,2060 (2060|00),280,299,10,589,274,261,47,582,589,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,2063 (2063|00),417,246,16,679,399,202,70,671,683,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,2065 (2065|00),586,781,35,1402,575,725,81,1381,1403,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,2066 (2066|00),45,137,1,183,53,112,16,181,183,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,2067 (2067|00),598,628,14,1240,622,548,59,1229,1241,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,2072 (2072|00),115,177,0,292,113,166,9,288,292,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,2073 (2073|00),820,730,32,1582,810,636,110,1556,1586,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,2074 (2074|00),1379,1027,39,2445,1367,901,143,2411,2450,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,2077 (2077|00),478,301,16,795,486,240,53,779,796,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,2079 (2079|00),72,226,4,302,81,203,14,298,302,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
NV,2024,Clark County,2080 (2080|00),132,326,10,468,125,317,22,464,469,https://elections.clarkcountynv.gov/electionresultsTV/cvr/24G/24G_CVRExport_NOV_Final_Confidential.zip
