state,election_year,county,local_unit,precinct_code,pres_harris,pres_trump,pres_other,pres_total,comparison_dem,comparison_rep,comparison_other,comparison_total,source_url
ND,2024,Benson,030904,000904,153,48,7,208,145,47,0,192,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,Benson,030905,000905,142,161,2,305,143,150,0,293,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,Billings,043901,003901,56,149,7,212,65,144,0,209,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,Billings,043902,003902,24,300,4,328,38,291,4,333,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,Billings,043903,003903,13,94,0,107,14,94,0,108,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,Bottineau,050601,000601,167,435,22,624,205,412,2,619,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,Bottineau,050602,000602,179,612,18,809,198,607,1,806,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,Bottineau,050603,000603,130,463,22,615,169,439,3,611,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,Bottineau,050604,000604,156,574,14,744,179,554,5,738,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,Bottineau,050605,000605,103,544,8,655,144,499,2,645,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,Bowman,063901,003901,105,578,15,698,122,572,1,695,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,Bowman,063902,003902,43,365,4,412,54,351,2,407,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,Bowman,063903,003903,16,193,3,212,25,189,0,214,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,Bowman,063904,003904,43,248,5,296,62,237,0,299,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,Burke,070201,000201,3,34,2,39,6,30,1,37,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,Burke,070202,000202,50,255,8,313,69,245,1,315,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,Burke,070203,000203,39,308,1,348,47,294,2,343,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,Burke,070204,000204,12,133,2,147,23,125,1,149,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,Burke,070205,000205,16,112,3,131,17,113,2,132,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,Burke,070206,000206,10,67,1,78,13,61,1,75,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,Burleigh,081401,001401,52,284,6,342,86,247,4,337,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,Burleigh,081402,001402,25,145,1,171,42,122,1,165,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,Burleigh,081403,001403,39,257,7,303,57,236,4,297,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,Burleigh,083001,003001,404,1650,51,2105,506,1574,7,2087,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,Burleigh,083002,003002,9,38,0,47,12,34,0,46,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,Burleigh,083003,003003,745,1886,75,2706,831,1830,8,2669,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,Burleigh,083004,003004,756,2031,62,2849,842,1963,12,2817,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,Burleigh,083201,003201,350,769,36,1155,392,732,9,1133,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,Burleigh,083202,003202,612,949,62,1623,650,929,8,1587,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,Burleigh,083203,003203,455,977,41,1473,504,930,9,1443,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,Burleigh,083204,003204,969,2291,99,3359,1073,2248,8,3329,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,Burleigh,083501,003501,828,1297,73,2198,835,1330,9,2174,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,Burleigh,083502,003502,1127,1716,91,2934,1196,1676,20,2892,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,Burleigh,083503,003503,609,1038,75,1722,672,1026,8,1706,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,Burleigh,083504,003504,582,1179,59,1820,617,1185,8,1810,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,Burleigh,084701,004701,978,2449,93,3520,987,2512,14,3513,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,Burleigh,084702,004702,991,1886,81,2958,1059,1867,9,2935,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,Burleigh,084703,004703,529,1089,51,1669,559,1095,7,1661,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,Burleigh,084704,004704,363,892,33,1288,365,917,3,1285,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,Burleigh,080701,000701,220,856,31,1107,270,829,3,1102,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,Burleigh,080702,000702,481,1515,52,2048,520,1500,7,2027,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,Burleigh,080703,000703,478,1478,42,1998,534,1437,7,1978,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,Burleigh,080704,000704,926,2136,82,3144,1019,2095,6,3120,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,Burleigh,080705,000705,230,1147,29,1406,266,1130,11,1407,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,Burleigh,080801,000801,30,137,9,176,37,138,1,176,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,Burleigh,080802,000802,340,1474,51,1865,430,1404,11,1845,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,Burleigh,080803,000803,63,263,7,333,81,245,0,326,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,Burleigh,080804,000804,543,2735,88,3366,678,2615,28,3321,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,Burleigh,080805,000805,421,1667,58,2146,514,1579,11,2104,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,Burleigh,080806,000806,60,364,8,432,80,330,7,417,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,Cass,091001,001001,1149,968,73,2190,1178,969,8,2155,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,Cass,091002,001002,1006,958,37,2001,965,1004,1,1970,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,Cass,091003,001003,931,1100,59,2090,919,1145,2,2066,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,Cass,091101,001101,2489,1920,133,4542,2553,1945,10,4508,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,Cass,091102,001102,1705,1379,106,3190,1730,1433,9,3172,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,Cass,091301,001301,979,1406,71,2456,1028,1402,4,2434,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,Cass,091302,001302,1543,1739,92,3374,1588,1741,9,3338,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,Cass,091303,001303,1276,1661,75,3012,1293,1696,10,2999,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,Cass,091601,001601,1720,2462,118,4300,1739,2517,7,4263,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,Cass,091602,001602,1550,2274,92,3916,1564,2293,9,3866,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,Cass,092101,002101,1111,1186,78,2375,1152,1188,6,2346,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,Cass,092102,002102,2194,1397,109,3700,2264,1394,7,3665,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,Cass,092201,002201,210,445,22,677,257,424,1,682,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,Cass,092202,002202,126,282,11,419,140,281,0,421,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,Cass,092203,002203,189,388,18,595,222,376,0,598,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,Cass,092204,002204,752,1605,102,2459,832,1611,4,2447,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,Cass,092205,002205,1306,2280,115,3701,1316,2360,15,3691,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,Cass,092206,002206,433,1025,50,1508,513,987,5,1505,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,Cass,092207,002207,98,270,12,380,142,241,0,383,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,Cass,092701,002701,1998,2470,134,4602,2016,2510,10,4536,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,Cass,092702,002702,1436,2623,110,4169,1483,2650,9,4142,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,Cass,092703,002703,427,910,29,1366,445,905,2,1352,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,Cass,094101,004101,1791,1893,100,3784,1817,1936,8,3761,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,Cass,094102,004102,2283,2944,162,5389,2301,3041,18,5360,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,Cass,094401,004401,1767,1187,119,3073,1797,1215,11,3023,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,Cass,094402,004402,2047,1789,123,3959,2101,1849,4,3954,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,Cass,094501,004501,2283,2352,148,4783,2312,2435,11,4758,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,Cass,094502,004502,432,878,33,1343,436,893,2,1331,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,Cass,094503,004503,386,788,43,1217,422,792,2,1216,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,Cass,094504,004504,202,484,15,701,223,477,0,700,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,Cass,094601,004601,1072,940,83,2095,1106,958,9,2073,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,Cass,094602,004602,1334,1203,78,2615,1384,1220,1,2605,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,Cass,094603,004603,971,1238,57,2266,994,1261,2,2257,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,Cass,094604,004604,1108,1429,67,2604,1089,1488,3,2580,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,Cavalier,101501,001501,251,669,21,941,293,656,1,950,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,Cavalier,101502,001502,167,590,10,767,189,568,4,761,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,Cavalier,101903,001903,73,202,4,279,80,197,1,278,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,Dickey,112801,002801,557,1829,67,2453,706,1722,2,2430,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,Divide,120201,000201,136,415,20,571,154,413,1,568,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,Divide,120202,000202,74,223,6,303,90,213,1,304,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,Divide,120203,000203,25,141,3,169,35,131,1,167,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,Divide,120204,000204,18,135,5,158,30,130,1,161,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,Dunn,132601,002601,17,92,0,109,21,84,0,105,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,Dunn,132602,002602,12,120,3,135,16,116,1,133,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,Dunn,132603,002603,41,331,1,373,45,324,0,369,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,Dunn,132604,002604,22,258,6,286,38,243,2,283,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,Dunn,132605,002605,51,408,10,469,57,403,2,462,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,Dunn,132606,002606,24,267,4,295,36,255,1,292,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,Dunn,133601,003601,1,24,1,26,5,20,0,25,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,Dunn,133901,003901,11,63,2,76,11,62,1,74,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,Dunn,133902,003902,36,247,4,287,49,236,1,286,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,Dunn,130401,000401,117,67,2,186,117,62,0,179,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,Eddy,141401,001401,156,448,18,622,196,434,1,631,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,Eddy,141402,001402,139,373,9,521,162,359,3,524,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,Eddy,140903,000903,21,41,0,62,22,39,0,61,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,Emmons,150801,000801,52,349,4,405,83,306,3,392,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,Emmons,150802,000802,41,376,5,422,75,330,5,410,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,Emmons,150803,000803,42,322,12,376,77,304,0,381,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,Emmons,150804,000804,33,323,5,361,61,290,2,353,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,Emmons,150805,000805,37,327,2,366,59,304,2,365,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,Foster,162901,002901,335,1326,42,1703,408,1279,3,1690,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,Golden Valley,173901,003901,122,847,22,991,156,822,2,980,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,Grand Forks,181701,001701,166,439,11,616,154,446,4,604,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,Grand Forks,181702,001702,1255,1580,70,2905,1245,1624,7,2876,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,Grand Forks,181703,001703,1764,2682,116,4562,1730,2793,6,4529,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,Grand Forks,181704,001704,310,441,18,769,288,464,2,754,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,Grand Forks,181805,001805,154,382,11,547,166,379,0,545,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,Grand Forks,181807,001807,743,860,45,1648,753,865,4,1622,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,Grand Forks,181808,001808,1548,1746,108,3402,1588,1752,5,3345,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,Grand Forks,181809,001809,535,554,43,1132,543,576,4,1123,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,Grand Forks,182010,002010,109,272,14,395,128,266,2,396,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,Grand Forks,182011,002011,290,830,27,1147,324,807,8,1139,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,Grand Forks,182012,002012,28,86,3,117,29,87,0,116,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,Grand Forks,182013,002013,165,553,22,740,197,537,1,735,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,Grand Forks,182014,002014,91,321,8,420,100,310,3,413,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,Grand Forks,182015,002015,388,1099,41,1528,415,1105,4,1524,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,Grand Forks,184206,004206,706,943,50,1699,703,951,3,1657,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,Grand Forks,184216,004216,292,775,23,1090,306,770,2,1078,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,Grand Forks,184217,004217,1010,1247,61,2318,959,1290,3,2252,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,Grand Forks,184318,004318,174,235,10,419,164,246,1,411,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,Grand Forks,184319,004319,1189,1293,60,2542,1154,1346,5,2505,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,Grand Forks,184320,004320,1552,1785,78,3415,1472,1895,7,3374,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,Grant,193101,003101,91,641,14,746,136,610,2,748,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,Grant,193102,003102,32,114,2,148,40,107,1,148,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,Grant,193103,003103,60,204,8,272,72,199,0,271,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,Grant,193104,003104,22,102,1,125,19,105,0,124,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,Grant,193105,003105,0,15,0,15,0,14,0,14,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,Griggs,202901,002901,59,207,4,270,73,196,1,270,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,Griggs,202902,002902,61,205,3,269,70,195,0,265,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,Griggs,202903,002903,65,142,7,214,67,146,2,215,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,Griggs,202904,002904,43,229,3,275,47,230,1,278,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,Griggs,202905,002905,73,180,8,261,90,169,0,259,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,Hettinger,213101,003101,95,617,16,728,112,603,0,715,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,Hettinger,213901,003901,97,472,9,578,113,454,2,569,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,Kidder,221401,001401,34,81,2,117,45,69,0,114,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,Kidder,221402,001402,26,64,2,92,33,56,0,89,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,Kidder,221403,001403,13,62,4,79,17,62,0,79,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,Kidder,221404,001404,121,524,11,656,151,498,1,650,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,Kidder,221405,001405,12,153,3,168,27,138,0,165,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,Kidder,221406,001406,32,253,1,286,43,233,1,277,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,LaMoure,232801,002801,87,287,9,383,118,257,1,376,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,LaMoure,232802,002802,189,633,15,837,239,594,3,836,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,LaMoure,232803,002803,62,355,14,431,86,348,1,435,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,LaMoure,232804,002804,115,339,18,472,138,337,1,476,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,Logan,242801,002801,25,218,3,246,49,193,3,245,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,Logan,242802,002802,45,365,7,417,60,352,2,414,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,Logan,242803,002803,34,187,6,227,43,181,1,225,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,Logan,242804,002804,6,55,1,62,16,46,0,62,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,Logan,242805,002805,7,73,1,81,17,61,0,78,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,McHenry,250616,000616,19,173,3,195,29,158,1,188,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,McHenry,250618,000618,88,494,12,594,134,448,2,584,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,McHenry,250627,000627,32,111,6,149,37,109,0,146,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
ND,2024,McHenry,250641,000641,35,251,7,293,61,224,3,288,https://results.sos.nd.gov/ResultsSW.aspx?text=Race&type=SW&map=CTY
